gID	S1	S2	S3	S4	S5
K01369	8.230147	13.859770	20.155791	7.268673	16.334692
K01365	106.542175	551.152392	119.446973	165.209218	148.150300
K01367	0.011243	0.029710	0.059039	0.026625	0.111576
K01366	3.642852	4.575358	7.474292	3.621024	6.158982
K01360	0.168651	0.178261	0.342424	0.319502	0.513249
K01363	45.738030	90.229627	86.231835	37.142121	106.666431
K01362	112.512405	72.522397	93.115741	92.948490	239.330015
K17816	0.337301	0.356521	0.885580	0.665629	0.781030
K08568	95.433726	241.617532	178.461996	217.793941	213.846111
K08569	0.000000	0.014855	0.011808	0.026625	0.000000
K05841	3.721556	3.268113	6.317134	4.233403	5.556473
K05844	0.179894	0.044565	0.177116	0.133126	0.200836
K08565	0.393518	0.519927	0.507732	0.479253	0.423988
K00508	1.551585	2.792751	7.344407	10.410444	13.902340
K00509	1.371691	39.039095	1.098119	0.985132	1.472800
K00503	1.933860	3.847460	6.281711	3.674274	5.444897
K00500	7.510571	32.829680	11.984844	8.493431	26.532717
K00506	0.022487	0.014855	0.118077	0.026625	0.133891
K00507	128.444260	173.551652	114.936421	331.536693	163.927113
K00504	0.022487	0.014855	0.035423	0.053250	0.044630
K00505	8.230147	6.491661	8.477948	4.579530	10.912110
K01109	1.675262	9.982600	2.160814	2.556017	2.186885
K04468	0.089947	0.014855	0.047231	0.026625	0.066945
K09286	0.011243	0.044565	0.094462	0.133126	0.156206
K09284	0.427248	3.728620	0.283385	0.133126	0.312412
K09285	0.022487	0.044565	0.059039	0.026625	0.089261
K01101	24.431843	37.583299	54.882318	142.045315	52.217458
K01100	59.612348	66.416968	76.962769	70.902844	43.871591
K01103	20.339257	44.178945	14.700621	24.867914	19.838171
K01102	0.517195	0.698188	0.873772	0.585754	1.004182
K01104	0.371031	0.252536	0.507732	0.559129	0.357042
K04467	0.000000	0.000000	0.070846	0.000000	0.066945
K01106	0.607142	0.579347	1.676697	0.692255	1.740582
K05592	17.449710	16.875347	27.925276	17.599241	24.412777
K05591	0.697089	1.010144	1.416927	0.639004	1.517430
K05596	0.044973	0.029710	0.035423	0.053250	0.022315
K05595	0.000000	0.059420	0.011808	0.000000	0.066945
K14549	58.319361	30.096349	49.002070	12.913210	22.739141
K14548	123.182363	32.057217	70.255980	15.682229	31.709832
K11962	0.146164	0.193116	0.153500	0.079876	0.290097
K14541	0.303571	0.430797	0.318809	0.426003	0.312412
K14540	2.529758	1.931158	6.340750	2.343015	3.838206
K14546	3.631609	2.807606	7.675023	3.354772	5.958146
K14545	24.769144	10.695642	16.696127	3.008645	6.940013
K14544	102.730673	14.825349	75.179802	10.836447	34.209129
K06573	0.067460	0.074275	0.094462	0.026625	0.044630
K09780	0.000000	0.000000	0.000000	0.026625	0.000000
K01403	0.056217	0.059420	0.070846	0.133126	0.022315
K02456	0.078704	0.059420	0.247962	0.106501	0.089261
K02105	0.416005	0.193116	0.318809	0.612379	0.066945
K02454	0.303571	0.133696	0.200731	0.133126	0.178521
K02100	1.630289	0.995289	1.204388	0.452628	0.758715
K02453	0.000000	0.014855	0.023615	0.000000	0.066945
K05330	0.854496	1.232970	1.664890	0.878631	2.677818
K05849	14.852492	16.340565	41.031854	19.356503	40.680524
K14171	1.405421	1.128984	1.428735	1.091632	1.048812
K02108	36.181165	7.338399	16.023086	16.933612	11.469989
K02109	8.342581	3.030432	7.769485	10.224068	5.757309
K05339	0.000000	0.029710	0.023615	0.000000	0.000000
K03850	0.213624	0.237681	0.590386	0.239627	0.223152
K03853	0.382275	0.549637	2.644931	0.825380	1.606691
K03854	0.742062	0.490217	0.720271	0.426003	0.937236
K03857	4.902109	4.545648	4.262590	3.727525	5.020909
K03859	1.079364	4.307967	3.211702	3.461273	2.967915
K03858	0.000000	0.044565	0.011808	0.000000	0.000000
K18182	0.044973	0.074275	0.247962	0.239627	0.290097
K02195	0.000000	0.029710	0.011808	0.026625	0.022315
K13010	1.708992	2.302534	2.585892	0.825380	1.874473
K04889	0.123677	0.193116	0.342424	0.106501	0.446303
K04883	0.303571	0.326811	0.259770	0.106501	0.267782
K04882	0.191137	0.074275	0.094462	0.079876	0.178521
K04881	0.089947	0.207971	0.991849	0.266252	0.714085
K04880	0.056217	0.059420	0.165308	0.053250	0.178521
K04887	0.089947	0.014855	0.035423	0.000000	0.089261
K04886	0.921956	0.772463	1.747544	0.745505	1.338909
K04885	0.955686	0.891304	1.251619	0.559129	1.048812
K04884	1.079364	0.148551	0.366040	0.079876	0.178521
K13196	0.303571	0.103985	0.472309	0.372752	0.178521
K13274	0.460978	4.189127	1.475966	1.038382	1.450485
K13275	2.923276	4.961590	3.518703	4.126902	4.552291
K13276	0.427248	0.252536	0.578579	0.958506	0.357042
K13277	0.337301	0.401087	0.495925	0.452628	0.401673
K13273	0.584655	0.727898	2.869278	1.357884	2.476982
K13278	1.472881	1.322100	1.039080	3.913901	0.714085
K03275	0.000000	0.000000	0.000000	0.026625	0.022315
K03274	0.146164	0.460507	0.224347	0.079876	0.200836
K03276	0.044973	0.044565	0.059039	0.026625	0.022315
K03271	0.022487	0.000000	0.047231	0.026625	0.000000
K03270	0.022487	0.014855	0.011808	0.079876	0.000000
K03273	0.247354	0.059420	0.212539	0.186376	0.290097
K03272	1.810183	1.500361	2.278891	1.304634	1.874473
K12275	60.129543	61.470233	44.810327	50.827461	70.270417
K12272	1.371691	1.114129	2.585892	1.544260	3.079491
K12271	0.966930	0.683333	1.050888	0.878631	1.316594
K16196	13.997996	32.280043	17.817861	10.783196	15.598292
K16197	1.753966	3.654344	1.582236	2.556017	1.673636
K16194	9.028426	19.876069	28.834471	25.879671	11.670825
K16195	2.799599	8.303978	5.065515	3.514523	4.172934
K16190	1.832669	1.990578	3.495087	1.491010	2.633188
K16191	0.292328	0.237681	0.307001	0.053250	0.357042
K16198	1.191797	1.396376	1.629466	0.745505	2.387721
K13907	0.854496	0.519927	0.980041	0.958506	1.182703
K04461	0.730819	0.490217	1.062695	1.224758	1.115758
K17571	0.011243	0.014855	0.047231	0.026625	0.022315
K17570	6.150123	9.031876	18.585363	10.064317	17.227298
K17576	1.000660	2.287679	1.039080	2.316390	0.892606
K17575	0.000000	0.014855	0.082654	0.079876	0.066945
K04460	35.529050	23.233312	63.938845	41.482024	46.482464
K06221	0.640872	0.906159	1.015465	0.825380	0.624824
K09903	2.765869	0.074275	0.295193	0.479253	0.334727
K17578	0.854496	0.742753	1.405120	1.091632	1.249649
K09905	0.202381	0.148551	0.259770	0.079876	0.178521
K04463	0.011243	0.000000	0.023615	0.000000	0.022315
K09907	0.022487	0.000000	0.023615	0.000000	0.000000
K11502	7.589275	15.211580	7.332599	6.682919	8.211976
K16223	0.011243	0.000000	0.000000	0.053250	0.000000
K04464	0.056217	0.074275	0.165308	0.079876	0.044630
K00771	0.899470	0.846738	1.948275	1.224758	1.919103
K00773	20.833965	12.032598	33.156099	21.220265	24.635929
K00772	0.854496	1.262680	1.275235	0.505878	0.981867
K00775	0.044973	0.014855	0.023615	0.000000	0.022315
K00779	0.944443	1.336955	5.679517	1.331259	3.905152
K00778	0.494708	0.460507	0.873772	0.372752	0.669455
K12827	17.213600	40.376050	47.183680	17.572616	26.041783
K09876	0.033730	0.014855	0.000000	0.026625	0.000000
K12825	21.384890	29.457582	23.119531	15.123100	19.481129
K07174	0.011243	0.014855	0.011808	0.000000	0.000000
K07175	0.033730	0.000000	0.035423	0.053250	0.000000
K07170	0.022487	0.014855	0.011808	0.053250	0.044630
K09675	0.348544	0.044565	0.307001	0.053250	0.446303
K07178	51.348471	41.118803	58.837907	16.054981	33.829772
K07179	41.926527	22.475704	46.250869	9.798065	23.163129
K15891	0.000000	0.029710	0.035423	0.000000	0.022315
K10108	0.000000	0.029710	0.047231	0.000000	0.022315
K10106	0.056217	0.029710	0.082654	0.106501	0.066945
K10104	0.146164	0.935869	3.908358	1.357884	2.744764
K10101	0.067460	0.014855	0.000000	0.000000	0.066945
K15555	0.483465	1.901448	12.043882	12.620333	21.846535
K15553	0.269841	0.044565	0.094462	0.106501	0.089261
K04679	0.314814	0.267391	0.295193	0.399378	0.379358
K15551	0.213624	0.163406	0.212539	0.106501	0.200836
K01829	4.384914	5.689488	8.584218	5.058783	9.483940
K04674	0.067460	0.029710	0.047231	0.026625	0.000000
K04675	0.056217	0.000000	0.000000	0.053250	0.022315
K04676	0.011243	0.074275	0.082654	0.026625	0.000000
K04677	0.011243	0.014855	0.023615	0.053250	0.000000
K01823	7.634248	13.102162	7.686831	11.981329	8.100401
K15559	0.292328	0.282246	0.543155	0.372752	0.468618
K15083	21.643487	50.002128	90.789618	44.916672	67.659544
K15082	0.179894	0.044565	0.236155	0.106501	0.133891
K15085	20.654071	36.810836	27.417544	17.705742	29.924620
K00999	5.475521	5.214126	5.726748	3.754150	6.292873
K00995	7.960306	21.064473	8.796757	13.552215	14.170122
K00994	0.022487	0.014855	0.023615	0.053250	0.044630
K00997	0.000000	0.059420	0.000000	0.000000	0.000000
K00991	7.735439	5.763763	9.446182	13.711966	8.323552
K00990	0.033730	0.089130	0.011808	0.133126	0.022315
K00993	20.159363	25.728962	18.809710	15.735479	20.083638
K18234	0.011243	0.000000	0.247962	0.106501	0.245467
K18237	0.022487	0.044565	0.070846	0.133126	0.000000
K15333	0.146164	0.148551	0.035423	0.133126	0.044630
K15332	47.795566	8.348543	32.447636	6.283542	20.797723
K15331	25.050229	3.966301	11.843151	6.842670	8.591334
K15336	15.572068	34.701417	11.099264	7.455049	9.684776
K15335	77.523037	22.238023	59.322024	11.448826	29.433687
K15334	1.405421	1.559781	2.054545	1.278008	2.276146
K15889	7.533058	13.740929	12.480768	11.022823	13.612243
K15888	0.022487	0.000000	0.000000	0.026625	0.000000
K15338	0.809523	1.054709	1.570428	1.384509	1.472800
K13483	0.202381	0.103985	0.342424	0.426003	0.379358
K13482	0.708332	1.411231	3.447856	1.464385	3.034861
K13481	0.202381	1.797462	0.165308	0.186376	0.267782
K13480	0.067460	0.044565	0.106270	0.133126	0.089261
K13485	0.168651	0.103985	0.200731	0.026625	0.044630
K13484	0.011243	0.029710	0.059039	0.000000	0.000000
K14684	3.451715	2.881881	6.931136	8.360305	8.323552
K14685	3.856476	3.312678	8.702295	6.816045	6.337503
K02739	19.237406	71.957905	25.953385	24.814664	36.753057
K02738	11.535698	19.980054	20.143983	16.614110	24.635929
K05108	0.000000	0.000000	0.000000	0.000000	0.000000
K14682	17.854472	31.165913	23.650879	16.401108	23.363965
K14683	115.997850	738.326133	159.994710	132.167374	211.793116
K05104	0.011243	0.044565	0.082654	0.053250	0.133891
K14938	0.719576	0.757608	1.806582	0.878631	2.164570
K02730	15.988072	56.018427	23.273031	26.172548	41.595445
K14688	0.191137	0.282246	0.200731	0.452628	0.178521
K02736	44.130228	140.707117	28.244085	38.153877	40.256536
K08351	0.078704	0.044565	0.118077	0.133126	0.044630
K02734	15.324713	54.250675	32.872714	12.567083	24.457408
K03469	0.449735	0.297101	0.531348	0.505878	0.535564
K09607	0.033730	0.029710	0.000000	0.026625	0.000000
K03462	20.136876	27.556134	61.293914	25.959547	41.483869
K03465	0.044973	0.059420	0.082654	0.053250	0.022315
K03466	0.382275	0.326811	0.791118	0.559129	0.647139
K01648	35.045585	33.186201	43.794862	30.965080	48.401567
K01649	154.247795	35.087649	98.346564	40.044265	53.310900
K01640	3.901449	5.956879	7.863947	7.694676	11.670825
K01641	8.736099	5.719198	7.450676	7.827802	9.774037
K01647	112.523648	103.925992	96.764328	35.091982	95.642745
K01644	2.349864	6.046009	11.063841	4.126902	8.412813
K02594	0.078704	0.089130	0.153500	0.000000	0.111576
K02599	3.046953	2.985867	5.986518	4.579530	9.416995
K02598	0.191137	0.193116	0.602194	1.118257	0.446303
K14060	0.011243	0.014855	0.011808	0.000000	0.022315
K14061	0.022487	0.044565	0.011808	0.000000	0.000000
K14066	3.485445	1.366665	3.577741	6.523168	2.566243
K02846	0.033730	0.044565	0.070846	0.026625	0.044630
K09759	0.078704	0.178261	0.153500	0.106501	0.156206
K06118	29.131572	34.686562	22.316605	100.829542	14.259383
K09754	0.292328	0.401087	0.495925	0.133126	0.401673
K09755	0.044973	0.044565	0.177116	0.266252	0.133891
K09751	0.236111	1.574636	1.145350	0.985132	1.472800
K09752	0.337301	0.207971	0.625810	1.650761	0.245467
K09753	0.112434	0.133696	0.082654	0.079876	0.022315
K03060	0.022487	0.000000	0.000000	0.026625	0.000000
K13499	0.989417	0.727898	1.381504	1.783887	1.205018
K04469	0.056217	0.014855	0.956426	0.133126	0.312412
K03644	24.285679	67.189431	33.085253	52.877600	51.927361
K03640	0.056217	0.044565	0.059039	0.026625	0.089261
K16768	0.011243	0.059420	0.141693	0.053250	0.223152
K03642	0.078704	0.014855	0.129885	0.026625	0.178521
K03648	10.074060	17.142738	22.186720	12.753459	16.423953
K03649	0.000000	0.000000	0.011808	0.026625	0.000000
K06692	0.753306	0.861593	1.546812	1.144883	1.271964
K06693	9.984113	13.295278	9.198220	5.777663	7.006958
K06694	6.880943	19.994909	8.796757	5.564662	9.305419
K06695	0.326058	0.311956	0.661233	0.346127	0.669455
K06696	0.730819	1.114129	1.865621	1.304634	2.588558
K06698	0.000000	0.029710	0.023615	0.053250	0.022315
K06699	2.327378	6.402530	4.994669	3.993776	6.605285
K12428	0.056217	0.059420	0.070846	0.106501	0.022315
K12429	2.597218	1.158695	0.614002	1.437760	0.357042
K12423	0.011243	0.044565	1.487774	0.692255	0.847976
K12421	0.674602	0.609057	1.641274	0.559129	1.495115
K12427	0.044973	0.000000	0.082654	0.079876	0.000000
K12424	0.191137	0.341666	0.318809	0.239627	0.245467
K07611	0.056217	0.014855	0.035423	0.053250	0.044630
K07340	0.022487	0.014855	0.000000	0.000000	0.044630
K07342	53.923203	44.817712	35.623914	40.310517	38.672160
K16506	0.168651	0.103985	0.259770	0.239627	0.624824
K06968	0.089947	0.014855	0.094462	0.053250	0.066945
K06969	3.811502	1.619201	2.975547	1.357884	2.075309
K06962	0.022487	0.044565	0.118077	0.026625	0.066945
K06963	7.139540	7.100718	12.551615	7.375174	12.295649
K06961	39.812774	17.127883	37.997268	9.877940	19.324922
K06966	6.667318	9.923179	24.099572	9.877940	17.517395
K06967	0.022487	0.059420	0.070846	0.133126	0.044630
K06965	13.795615	8.556514	8.607833	6.549793	9.305419
K08994	12.289004	29.695263	19.943252	16.454359	21.511807
K08997	0.865739	0.267391	0.614002	0.905256	0.669455
K08991	2.091267	1.723187	2.160814	2.236515	2.588558
K08341	23.970865	60.029293	41.232585	41.375524	97.517218
K08999	0.123677	0.133696	0.094462	0.079876	0.111576
K08998	1.169310	0.921014	2.574085	2.316390	2.856340
K08343	10.141520	48.323506	19.270212	12.247581	20.976244
K02728	22.115709	97.092664	25.705423	27.450557	39.252354
K15284	2.957006	11.037309	5.844825	3.168396	3.815891
K05119	0.202381	0.118840	0.543155	0.612379	0.557879
K02724	1.315474	0.311956	0.318809	0.452628	0.267782
K05929	0.966930	2.049998	4.770322	3.248271	3.905152
K05928	6.768509	5.956879	8.466141	14.670472	12.474170
K05112	0.000000	0.000000	0.000000	0.000000	0.000000
K05925	3.181874	3.119562	4.841168	3.621024	5.199431
K05921	0.224867	0.326811	0.413270	0.319502	0.669455
K05113	0.157407	0.133696	0.200731	0.372752	0.178521
K10352	8.668638	13.651799	16.578050	19.276628	25.707056
K00698	13.683181	48.323506	10.591532	9.398687	18.231480
K00699	2.957006	4.649633	15.716086	5.325035	12.786583
K10356	0.910713	8.333688	4.404282	1.943638	8.836801
K10357	33.606433	101.266936	60.892452	64.086799	70.739035
K10355	51.584582	69.105734	66.194121	60.971653	51.860415
K00340	0.011243	0.000000	0.011808	0.026625	0.000000
K00341	0.191137	0.401087	0.330616	0.213001	0.200836
K00342	0.022487	0.014855	0.023615	0.026625	0.066945
K10359	7.038350	7.784051	13.921311	392.614847	11.916292
K00344	45.940410	55.632195	33.876371	57.696757	48.223045
K00697	1.731479	3.372098	2.125391	6.336792	4.864703
K00346	0.056217	0.014855	0.165308	0.079876	0.133891
K00347	0.101190	0.059420	0.082654	0.292877	0.111576
K09113	0.146164	0.074275	0.023615	0.026625	0.044630
K09117	0.404761	0.519927	0.897387	0.585754	0.959552
K05337	3.912693	5.436952	8.690488	7.375174	9.082267
K03028	21.182509	88.996657	34.608450	38.127252	58.688852
K08501	0.000000	0.029710	0.011808	0.000000	0.022315
K08506	0.775793	7.382964	0.141693	0.532504	0.379358
K08507	0.078704	0.000000	0.035423	0.053250	0.022315
K08504	7.420624	19.653243	6.482442	7.135547	17.651286
K08914	4.992056	6.922457	20.132176	7.055672	16.780995
K05829	0.000000	0.000000	0.000000	0.000000	0.000000
K02101	0.089947	0.089130	0.035423	0.053250	0.044630
K00524	0.359788	0.579347	0.814733	0.772130	0.624824
K00525	19.968225	19.460127	26.791734	14.084718	18.789359
K00526	2.462298	3.966301	3.377010	1.890388	2.410037
K00520	0.933200	1.663767	1.570428	0.985132	1.629006
K00521	0.056217	0.118840	0.283385	0.186376	0.290097
K00522	3.316794	1.946013	5.112746	10.836447	2.633188
K00528	6.150123	11.794917	11.937613	8.733058	10.175710
K00529	0.326058	0.237681	0.342424	0.239627	0.200836
K00798	1.798939	2.035143	6.541481	7.721301	10.555067
K14216	4.025127	5.704343	15.208353	6.390042	21.154765
K14214	0.011243	0.000000	0.035423	0.000000	0.044630
K14213	8.623665	21.955777	12.150152	6.709544	10.510437
K14212	0.044973	0.059420	0.247962	0.612379	0.914921
K14210	0.146164	0.549637	0.354232	0.186376	0.133891
K03452	6.127637	6.090574	12.905846	8.413556	11.469989
K05607	1.056877	0.683333	1.121734	1.810512	0.914921
K00794	9.905409	41.103948	17.404591	22.445023	30.928802
K00021	13.244690	13.889480	15.161122	17.998619	21.690329
K00020	10.759905	35.087649	16.849627	23.004152	37.734924
K01346	0.393518	1.099274	4.380667	1.198133	2.476982
K01345	0.112434	0.089130	0.082654	0.239627	0.044630
K01344	0.719576	0.386232	0.247962	0.372752	0.379358
K01343	0.089947	0.193116	0.153500	0.106501	0.200836
K01342	2.720896	1.901448	5.773979	3.514523	3.615055
K01341	0.078704	0.103985	0.165308	0.159751	0.111576
K01340	7.578031	11.898902	5.278054	1.650761	3.079491
K00790	0.888226	14.112306	0.791118	1.251383	1.182703
K01349	0.652115	0.935869	1.405120	1.810512	1.941418
K01348	11.591915	26.545990	11.630612	13.312588	13.857710
K02694	6.206340	4.753619	11.866766	8.333680	7.921879
K02695	0.179894	0.118840	0.094462	0.079876	0.022315
K02690	27.175226	4.709054	9.398951	17.412865	23.430911
K02691	7.308191	8.096007	13.874080	5.005533	15.107359
K02692	9.365727	5.436952	13.531656	4.686031	13.054364
K02693	18.484100	24.080050	32.589328	19.835756	26.488087
K02698	0.438491	0.059420	0.165308	0.239627	0.133891
K02699	7.960306	9.551803	25.055998	10.144192	22.739141
K00837	0.044973	0.059420	0.047231	0.000000	0.022315
K00835	0.112434	0.193116	0.354232	0.266252	0.334727
K00832	0.584655	0.742753	0.531348	0.505878	0.647139
K00833	4.205020	7.516660	4.888399	4.366529	4.596922
K00830	0.719576	0.653623	1.086311	1.091632	0.624824
K00831	89.159925	194.497285	87.318146	44.330918	86.292696
K00838	0.011243	0.029710	0.011808	0.026625	0.000000
K12134	0.157407	0.148551	0.200731	0.186376	0.156206
K17455	0.247354	0.341666	0.177116	0.612379	0.423988
K04443	0.865739	1.039854	2.916509	1.065007	2.276146
K01122	0.089947	0.074275	0.035423	0.053250	0.044630
K04441	0.359788	0.653623	2.892893	0.399378	2.119940
K01120	54.170557	124.099161	89.077498	60.811902	73.483799
K04447	0.000000	0.059420	0.118077	0.026625	0.089261
K01126	18.034366	144.316896	41.126316	32.003462	51.659579
K01125	1.326718	2.837316	12.669692	3.221646	8.368182
K04444	0.056217	0.118840	0.236155	0.159751	0.446303
K01129	0.089947	0.044565	0.023615	0.239627	0.111576
K01128	1.416665	4.397097	8.714103	3.487898	5.132485
K02470	14.009239	13.740929	44.704057	16.853736	35.548039
K02471	6.093907	6.149994	13.555271	7.881052	10.912110
K05312	3.204360	3.223548	12.492576	6.097165	12.407225
K05313	0.427248	0.311956	0.779310	0.878631	1.160388
K02474	0.224867	0.148551	0.224347	0.159751	0.223152
K05315	1.529098	1.708332	2.869278	5.378286	4.529976
K05316	0.382275	13.369553	0.732079	0.452628	7.386316
K05318	0.371031	0.341666	1.039080	0.772130	1.316594
K02479	0.022487	0.014855	0.106270	0.026625	0.044630
K03879	0.191137	0.014855	0.059039	0.505878	0.089261
K03878	0.663359	0.163406	0.212539	0.292877	0.156206
K13076	20.609097	61.841610	29.779089	23.137278	32.736329
K03873	0.022487	0.014855	0.047231	0.159751	0.044630
K03872	5.093247	6.357965	7.911178	5.378286	10.264970
K03870	0.011243	0.000000	0.011808	0.026625	0.044630
K03877	0.595899	0.534782	1.145350	2.209890	1.428170
K03876	0.393518	0.638768	0.436886	0.399378	0.535564
K03875	0.134920	0.089130	0.165308	0.319502	0.089261
K06615	0.000000	0.014855	0.023615	0.000000	0.000000
K11113	0.011243	0.103985	0.082654	0.053250	0.066945
K17938	0.224867	0.757608	3.058201	1.171508	1.651321
K13298	2.147484	2.644200	4.321628	1.544260	2.990230
K13299	0.123677	0.133696	0.307001	0.079876	0.245467
K13296	0.573412	1.589491	6.281711	1.677386	4.708497
K13297	0.000000	0.000000	0.035423	0.026625	0.111576
K13292	0.281084	0.341666	0.460501	0.239627	0.312412
K14057	0.011243	0.044565	0.070846	0.053250	0.066945
K13291	4.587295	4.723909	12.350883	6.150416	9.550885
K10460	0.022487	0.000000	0.070846	0.079876	0.066945
K10461	0.033730	0.074275	0.094462	0.026625	0.178521
K03259	88.552783	87.243760	90.246463	66.243438	102.515813
K03258	16.707648	20.811937	12.362691	5.990665	6.962328
K03257	1523.105620	317.081231	897.599843	484.631456	653.923242
K03256	26.725491	10.264846	18.278362	5.325035	9.305419
K03255	66.628211	32.517724	26.378464	11.608577	24.747505
K03254	118.729988	42.738004	78.911044	28.089561	54.962222
K03253	130.906558	44.000684	89.502576	31.151456	54.761385
K03252	209.306578	78.583261	138.351145	67.335070	96.602297
K03251	119.528268	45.486190	86.633298	28.355813	52.373664
K03250	107.351698	49.155390	107.544784	45.209549	81.606514
K14058	1.753966	1.054709	2.196237	2.422891	2.276146
K08693	0.213624	0.311956	0.826541	0.692255	0.290097
K11749	0.281084	0.193116	0.448694	0.372752	0.223152
K11744	2.619705	2.495650	4.498744	2.795643	3.458849
K11745	0.044973	0.089130	0.082654	0.106501	0.111576
K13926	0.044973	0.000000	0.047231	0.053250	0.089261
K06201	0.179894	0.297101	0.165308	0.213001	0.312412
K06200	0.134920	0.505072	1.771159	0.825380	1.539746
K09927	0.022487	0.000000	0.000000	0.000000	0.022315
K06206	0.000000	0.029710	0.011808	0.000000	0.000000
K09925	1.203041	41.044528	1.003657	1.624136	5.935831
K06204	0.033730	0.207971	0.200731	0.106501	0.156206
K17598	0.067460	0.148551	0.070846	0.053250	0.401673
K17597	0.044973	0.014855	0.000000	0.026625	0.000000
K17592	4.789676	3.936591	7.025598	6.922546	7.140849
K16248	0.033730	0.044565	0.106270	0.000000	0.000000
K11290	1.753966	1.381520	1.428735	0.798755	1.584376
K11291	0.056217	0.000000	0.070846	0.000000	0.022315
K11292	35.753917	115.126706	38.717539	35.943988	37.221675
K11293	6.037690	14.156871	6.836674	6.869295	4.797758
K11294	307.877204	223.598345	220.934393	75.295998	141.545015
K11295	31.234082	35.325330	32.766444	34.160101	32.647069
K11296	1.641532	1.381520	2.054545	1.437760	1.584376
K11297	0.595899	1.440941	7.745869	1.278008	4.596922
K00759	5.284384	14.453972	8.442525	16.454359	11.090631
K00758	0.101190	0.415942	0.153500	0.559129	0.357042
K00753	0.685846	1.203260	4.050051	1.171508	3.012546
K00752	2.226187	29.591277	3.176279	0.718880	40.568948
K00750	4.677242	7.115573	9.339913	6.789420	9.751722
K00757	1.292988	1.500361	3.247125	1.464385	2.410037
K00756	0.056217	0.237681	0.743887	0.426003	1.115758
K00754	1.708992	26.055773	5.632286	1.411134	3.079491
K06001	1.045633	0.727898	2.574085	1.144883	1.294279
K07151	108.610955	155.487901	93.103933	87.596829	194.164146
K07152	13.705668	13.027887	20.002291	33.308095	26.443456
K07154	0.000000	0.000000	0.000000	0.026625	0.000000
K07407	4.283724	4.441663	11.831343	42.999659	7.341685
K07404	2.080023	1.544926	5.230823	4.020402	4.284509
K07402	0.033730	0.014855	0.047231	0.000000	0.044630
K07400	0.022487	0.000000	0.011808	0.000000	0.000000
K10160	0.022487	0.000000	0.023615	0.133126	0.133891
K10165	0.022487	0.000000	0.177116	0.133126	0.044630
K01808	0.584655	0.222826	0.413270	0.266252	0.379358
K01809	17.955662	104.416208	28.940741	26.784927	27.760050
K15532	0.056217	0.282246	1.168965	0.559129	0.937236
K15535	1.956346	2.168839	5.219016	2.902144	4.440715
K15537	0.427248	0.311956	0.495925	0.426003	0.691770
K18160	0.033730	0.014855	0.070846	0.000000	0.089261
K01800	0.348544	0.252536	0.425078	0.639004	0.490933
K15538	0.989417	1.084419	2.515046	1.437760	2.298461
K01802	300.265442	344.147148	291.520989	360.158757	401.762013
K01803	218.335004	280.626916	258.353082	267.716146	175.285526
K01805	6.566128	5.436952	7.308983	6.017290	7.944194
K01807	104.844426	85.995936	113.850110	319.821616	75.447532
K18166	0.640872	0.579347	0.696656	0.426003	1.182703
K18213	3.980153	2.406520	3.341587	3.274897	4.239879
K18211	0.089947	0.029710	0.070846	0.106501	0.200836
K05273	0.348544	0.490217	1.629466	0.958506	0.937236
K12890	25.095202	10.443106	7.722254	2.502767	5.043225
K05127	0.123677	0.044565	0.129885	0.053250	0.066945
K05126	0.000000	0.044565	0.035423	0.000000	0.022315
K05125	0.224867	0.341666	1.062695	0.319502	1.004182
K05123	0.067460	0.074275	0.141693	0.026625	0.022315
K05122	3.609122	5.867748	6.647751	3.088520	6.426764
K05121	0.011243	0.029710	0.011808	0.053250	0.044630
K05129	0.314814	0.103985	0.106270	0.106501	0.066945
K05128	0.011243	0.029710	0.035423	0.026625	0.000000
K08339	2.282404	6.164849	4.758514	4.473030	5.601103
K05360	0.528438	0.683333	0.519540	0.505878	0.535564
K08331	0.157407	0.311956	0.247962	0.292877	0.446303
K08333	49.695696	141.553855	59.381063	65.524558	69.043083
K08332	4.800919	10.220280	7.568753	7.747926	9.015322
K14662	3.609122	8.601079	8.147332	6.443293	7.297055
K08334	7.049593	11.364120	7.686831	6.682919	8.011140
K08337	5.464278	27.348163	7.781293	7.801177	10.220340
K08336	1.810183	6.551081	2.562277	3.381397	3.481164
K01664	0.000000	0.014855	0.023615	0.000000	0.022315
K01665	0.101190	0.163406	0.141693	0.106501	0.200836
K01666	0.022487	0.000000	0.011808	0.053250	0.066945
K01667	0.438491	0.222826	0.224347	0.372752	0.223152
K01661	2.316134	1.292390	5.148169	9.292186	6.962328
K01662	93.432406	61.871320	83.929328	251.714415	148.105670
K01663	35.832621	11.274990	32.435828	22.311898	31.553626
K01669	25.915968	38.474602	50.241881	46.966811	46.013845
K02863	46.772420	72.878919	55.189319	22.737900	50.923179
K02861	0.067460	0.089130	0.094462	0.079876	0.022315
K02860	0.224867	0.222826	0.283385	0.079876	0.423988
K02867	16.212940	28.774249	29.082433	13.099587	20.329104
K02866	878.972946	361.809813	620.850322	412.743480	585.817395
K02865	1151.928242	409.940203	962.058229	532.370397	855.607594
K02864	132.694254	68.912618	62.214917	40.896271	25.974838
K02868	540.153987	236.388551	565.035193	431.780481	380.160945
K14008	0.011243	0.000000	0.059039	0.053250	0.044630
K14009	0.292328	0.430797	1.015465	1.517635	6.895382
K14003	0.595899	1.010144	1.239811	0.612379	0.513249
K14001	4.598538	4.263402	6.801251	4.499655	7.475576
